folder_name,gps_speed,ground_truth_dist,predicted_dist_raw,predicted_dist_filtered
20260212043951_455,19.51,0.8353698518104278,789.0982657075758,789.0982657075758
20260212043951_866,19.51,0.8382558771097351,808.7787244191859,808.7787244191859
20260212043952_281,17.96,0.8404196452512609,803.6901630242677,803.6901630242677
20260212043952_694,17.96,0.8287122450771274,790.1175145901719,790.1175145901719
20260212043953_105,17.96,0.8340529464477989,837.624646462346,837.624646462346
20260212043953_515,17.28,0.8322496654182268,791.4760641915216,791.4760641915216
20260212043953_926,17.28,0.8319224393654806,813.3625405646634,813.3625405646634
20260212043954_362,16.86,0.8328084361919843,798.4322311008148,798.4322311008148
20260212043954_773,16.86,0.8341706417892236,792.6640365144989,792.6640365144989
20260212043955_186,16.49,0.8369019875013655,798.4325676021473,798.4325676021473
20260212043955_598,16.49,0.8359345166564156,794.0213379468868,794.0213379468868
20260212043956_012,16.49,0.8359023916367682,806.7453871991484,806.7453871991484
20260212043956_446,16.78,0.8400329512971108,794.3609701914339,794.3609701914339
20260212043956_857,16.78,0.8402111742499689,798.2629049230987,798.2629049230987
